run_id,coverage,time_s,total_lines
50,79,0.5372,145
100,79,1.0739,145
150,79,1.6253,145
200,79,2.1645,145
250,79,2.702,145
300,79,3.2387,145
350,79,3.7768,145
400,79,4.3142,145
450,79,4.8612,145
500,79,5.4085,145
550,79,5.949,145
600,79,6.4887,145
650,79,7.0273,145
700,79,7.5987,145
750,79,8.1389,145
800,79,8.6797,145
850,79,9.2311,145
900,79,9.772,145
950,79,10.3197,145
1000,79,10.8596,145
1050,79,11.3972,145
1100,79,11.9359,145
1150,79,12.4861,145
1200,79,13.0275,145
1250,79,13.5776,145
1300,79,14.1179,145
1350,79,14.6667,145
1400,79,15.2055,145
1450,79,15.7437,145
1500,79,16.2953,145
1550,79,16.8367,145
1600,79,17.3767,145
1650,79,17.917,145
1700,79,18.4572,145
1750,79,19.0067,145
1800,79,19.5665,145
1850,79,20.1053,145
1900,79,20.6434,145
1950,79,21.1959,145
2000,79,21.7456,145
2050,79,22.2859,145
2100,79,22.8359,145
2150,79,23.3856,145
2200,79,23.9248,145
2250,79,24.4643,145
2300,79,25.0037,145
2350,79,25.544,145
2400,79,26.0937,145
2450,79,26.6324,145
2500,79,27.1696,145
2550,79,27.7159,145
2600,79,28.2538,145
2650,79,28.7923,145
2700,79,29.3526,145
2750,79,29.892,145
2800,79,30.4307,145
2850,79,30.9697,145
2900,79,31.51,145
2950,79,32.0473,145
3000,79,32.5854,145
3050,79,33.1311,145
3100,79,33.6717,145
3150,79,34.2223,145
3200,79,34.772,145
3250,79,35.3107,145
3300,79,35.8602,145
3350,79,36.3995,145
3400,79,36.9394,145
3450,79,37.4884,145
3500,79,38.0272,145
3550,79,38.566,145
3600,79,39.1141,145
3650,79,39.6534,145
3700,79,40.1925,145
3750,79,40.7312,145
3800,79,41.2809,145
3850,79,41.8305,145
3900,79,42.3702,145
3950,79,42.9065,145
4000,79,43.4566,145
4050,79,43.9962,145
4100,79,44.5465,145
4150,79,45.0859,145
4200,79,45.6263,145
4250,79,46.165,145
4300,79,46.7048,145
4350,79,47.244,145
4400,79,47.7829,145
4450,79,48.3322,145
4500,79,48.8722,145
4550,79,49.4099,145
4600,79,49.9482,145
4650,79,50.4949,145
4700,79,51.0333,145
4750,79,51.5713,145
4800,79,52.1112,145
4850,79,52.6504,145
4900,79,53.1895,145
4950,79,53.727,145
5000,79,54.2669,145
5050,79,54.8061,145
5100,79,55.3479,145
5150,79,55.8918,145
5200,79,56.4361,145
5250,79,56.9852,145
5300,79,57.5264,145
5350,79,58.0646,145
5400,79,58.6141,145
5450,79,59.1507,145
5500,79,59.6896,145
5550,79,60.232,145
5600,79,60.7723,145
5650,79,61.3128,145
5700,79,61.8616,145
5750,79,62.402,145
5800,79,62.9416,145
5850,79,63.4816,145
5900,79,64.021,145
5950,79,64.5608,145
6000,79,65.0993,145
6050,79,65.6621,145
6100,79,66.2009,145
6150,79,66.7384,145
6200,79,67.2902,145
6250,79,67.8326,145
6300,79,68.3698,145
6350,79,68.9079,145
6400,79,69.4463,145
6450,79,69.9859,145
6500,79,70.5255,145
6550,79,71.0644,145
6600,79,71.6036,145
6650,79,72.1417,145
6700,79,72.6821,145
6750,79,73.2294,145
6800,79,73.7675,145
6850,79,74.3169,145
6900,79,74.856,145
6950,79,75.3939,145
7000,79,75.9329,145
7050,79,76.4713,145
7100,80,77.0106,145
7150,80,77.5623,145
7200,80,78.1021,145
7250,80,78.6434,145
7300,80,79.2016,145
7350,80,79.7414,145
7400,80,80.2804,145
7450,80,80.8181,145
7500,80,81.3565,145
7550,80,81.8946,145
7600,80,82.4352,145
7650,80,82.9845,145
7700,80,83.5246,145
7750,80,84.0623,145
7800,80,84.6227,145
7850,80,85.1619,145
7900,80,85.7018,145
7950,80,86.2418,145
8000,80,86.7825,145
8050,80,87.3212,145
8100,80,87.8598,145
8150,80,88.3981,145
8200,80,88.9368,145
8250,80,89.4963,145
8300,80,90.0371,145
8350,80,90.5844,145
8400,80,91.124,145
8450,80,91.6639,145
8500,80,92.2016,145
8550,80,92.7392,145
8600,80,93.277,145
8650,80,93.8149,145
8700,80,94.3526,145
8750,80,94.8896,145
8800,80,95.4276,145
8850,80,95.9744,145
8900,80,96.5129,145
8950,80,97.0498,145
9000,80,97.5886,145
9050,80,98.1266,145
9100,80,98.665,145
9150,80,99.2017,145
9200,80,99.7402,145
9250,80,100.2768,145
9300,80,100.8144,145
9350,80,101.3717,145
9400,80,101.9107,145
9450,80,102.4482,145
9500,80,102.9862,145
9550,80,103.5243,145
9600,80,104.0613,145
9650,80,104.5993,145
9700,80,105.1372,145
9750,80,105.6746,145
9800,80,106.2118,145
9850,80,106.7482,145
9900,80,107.2862,145
9950,80,107.8324,145
10000,80,108.3705,145
10050,80,108.9079,145
10100,80,109.446,145
10150,80,109.9952,145
10200,80,110.5333,145
10250,80,111.07,145
10300,80,111.6076,145
10350,80,112.1449,145
10400,80,112.6825,145
10450,80,113.2305,145
10500,81,113.7738,145
10550,81,114.3162,145
10600,81,114.8545,145
10650,81,115.392,145
10700,81,115.9302,145
10750,81,116.4676,145
10800,81,117.0055,145
10850,81,117.555,145
10900,81,118.0923,145
10950,81,118.6335,145
11000,81,119.1738,145
11050,81,119.7228,145
11100,81,120.2631,145
11150,81,120.801,145
11200,81,121.3383,145
11250,81,121.8763,145
11300,81,122.4163,145
11350,81,122.9554,145
11400,81,123.4941,145
11450,81,124.0324,145
11500,81,124.572,145
11550,81,125.1136,145
11600,81,125.6709,145
11650,81,126.2201,145
11700,81,126.7583,145
11750,81,127.2966,145
11800,81,127.8467,145
11850,81,128.3846,145
11900,81,128.9236,145
11950,81,129.4617,145
12000,81,129.9998,145
12050,81,130.5382,145
12100,81,131.0834,145
