run_id,coverage,time_s,total_lines
5150,82,55.8125,145
5200,82,56.3529,145
5250,82,56.892,145
5300,82,57.431,145
5350,82,57.9752,145
5400,82,58.52,145
5450,82,59.0594,145
5500,82,59.5991,145
5550,82,60.1367,145
5600,82,60.6765,145
5650,82,61.2269,145
5700,82,61.766,145
5750,82,62.3051,145
5800,82,62.8456,145
5850,82,63.3849,145
5900,82,63.9246,145
5950,82,64.4726,145
6000,82,65.0118,145
6050,82,65.5489,145
6100,82,66.0892,145
6150,82,66.6273,145
6200,82,67.1668,145
6250,82,67.7052,145
6300,82,68.245,145
6350,82,68.7835,145
6400,82,69.3334,145
6450,82,69.8721,145
6500,82,70.4216,145
6550,82,70.9705,145
6600,82,71.5091,145
6650,82,72.0469,145
6700,82,72.5971,145
6750,82,73.1358,145
6800,82,73.6746,145
6850,82,74.2119,145
6900,82,74.7509,145
6950,82,75.2893,145
7000,82,75.8293,145
7050,82,76.3674,145
7100,82,76.916,145
7150,82,77.4665,145
7200,82,78.0064,145
7250,82,78.5443,145
7300,82,79.0846,145
7350,82,79.6225,145
7400,82,80.161,145
7450,82,80.7003,145
7500,82,81.2393,145
7550,82,81.7773,145
7600,82,82.3164,145
7650,82,82.8533,145
7700,82,83.3934,145
7750,82,83.9416,145
7800,82,84.4805,145
7850,82,85.0176,145
7900,82,85.5712,145
7950,82,86.1096,145
8000,82,86.6478,145
8050,82,87.1867,145
8100,82,87.7242,145
8150,82,88.2627,145
8200,82,88.8023,145
8250,82,89.3418,145
8300,82,89.8816,145
8350,82,90.4288,145
8400,82,90.9789,145
8450,82,91.5183,145
8500,82,92.0577,145
8550,82,92.5969,145
8600,82,93.1364,145
8650,82,93.6749,145
8700,82,94.2122,145
8750,82,94.7489,145
8800,82,95.2862,145
8850,82,95.8228,145
8900,82,96.36,145
8950,82,96.8965,145
9000,82,97.4439,145
9050,82,97.9815,145
9100,82,98.5204,145
9150,82,99.0696,145
9200,82,99.6097,145
9250,82,100.1476,145
9300,82,100.6871,145
9350,82,101.2254,145
9400,82,101.7656,145
9450,82,102.3044,145
9500,82,102.8536,145
9550,82,103.3924,145
9600,82,103.9324,145
9650,82,104.4807,145
9700,82,105.0205,145
9750,82,105.5805,145
9800,82,106.1216,145
9850,82,106.6708,145
9900,82,107.2087,145
9950,82,107.7456,145
10000,82,108.2828,145
10050,82,108.8204,145
10100,82,109.3575,145
10150,82,109.8949,145
10200,82,110.4418,145
10250,82,110.9785,145
10300,82,111.5157,145
10350,82,112.0523,145
10400,82,112.5895,145
10450,82,113.1282,145
10500,82,113.6665,145
10550,82,114.2034,145
10600,82,114.7403,145
10650,82,115.2773,145
10700,82,115.8146,145
10750,82,116.3616,145
10800,82,116.9005,145
10850,82,117.4378,145
10900,82,117.9874,145
10950,82,118.5238,145
11000,82,119.0621,145
11050,82,119.5995,145
11100,82,120.1375,145
11150,82,120.6753,145
11200,82,121.2138,145
11250,82,121.7525,145
11300,82,122.2897,145
11350,82,122.8255,145
11400,82,123.3712,145
11450,82,123.9089,145
11500,82,124.4566,145
11550,82,124.9946,145
11600,82,125.5318,145
11650,82,126.069,145
11700,82,126.6053,145
11750,82,127.1452,145
11800,82,127.6834,145
11850,82,128.2325,145
11900,82,128.7708,145
11950,82,129.3154,145
12000,82,129.8538,145
12050,82,130.3907,145
12100,82,130.9282,145
12150,82,131.4654,145
12200,82,132.0023,145
12250,82,132.5382,145
12300,82,133.0754,145
12350,82,133.6131,145
12400,82,134.1503,145
12450,82,134.6882,145
12500,82,135.2278,145
12550,82,135.7731,145
12600,82,136.3112,145
12650,82,136.8599,145
12700,82,137.3966,145
12750,82,137.935,145
12800,82,138.4717,145
12850,82,139.0091,145
12900,82,139.5477,145
12950,82,140.0844,145
13000,82,140.6234,145
13050,82,141.1611,145
13100,82,141.6989,145
13150,82,142.2468,145
13200,82,142.7857,145
13250,82,143.3221,145
13300,82,143.8592,145
13350,82,144.3943,145
13400,82,144.9313,145
13450,82,145.4792,145
13500,82,146.0171,145
13550,82,146.5525,145
13600,82,147.0894,145
13650,82,147.6276,145
13700,82,148.1659,145
13750,82,148.7249,145
13800,82,149.262,145
13850,82,149.7989,145
13900,82,150.3364,145
13950,82,150.8732,145
14000,82,151.4096,145
14050,82,151.9466,145
14100,82,152.4833,145
14150,82,153.0201,145
14200,82,153.5569,145
14250,82,154.0946,145
14300,82,154.6307,145
14350,82,155.1673,145
14400,82,155.7151,145
14450,82,156.2515,145
14500,82,156.7897,145
14550,82,157.3264,145
14600,82,157.8634,145
14650,82,158.4001,145
14700,82,158.9363,145
14750,82,159.4714,145
14800,82,160.0074,145
14850,82,160.5424,145
14900,82,161.0926,145
14950,82,161.6404,145
15000,82,162.1778,145
15050,82,162.7144,145
15100,82,163.25,145
15150,82,163.7872,145
15200,82,164.3279,145
15250,82,164.8674,145
15300,82,165.4047,145
15350,82,165.942,145
15400,82,166.4798,145
15450,82,167.0183,145
15500,82,167.5554,145
15550,82,168.0932,145
15600,82,168.6405,145
15650,82,169.1778,145
15700,82,169.7162,145
15750,82,170.2547,145
15800,82,170.7929,145
15850,82,171.3295,145
15900,82,171.8683,145
15950,82,172.4164,145
16000,82,172.9744,145
16050,82,173.5112,145
16100,82,174.0487,145
16150,82,174.5945,145
16200,82,175.1333,145
16250,82,175.6712,145
16300,82,176.2095,145
16350,82,176.7475,145
16400,82,177.2852,145
16450,82,177.8333,145
16500,82,178.3715,145
16550,82,178.9098,145
16600,82,179.4475,145
16650,82,179.9846,145
16700,82,180.5218,145
16750,82,181.057,145
16800,82,181.6051,145
16850,82,182.1413,145
16900,82,182.6788,145
16950,82,183.226,145
17000,82,183.7642,145
17050,82,184.3001,145
17100,82,184.8492,145
17150,82,185.387,145
17200,82,185.9246,145
17250,82,186.4603,145
17300,82,186.9972,145
17350,82,187.5329,145
17400,82,188.0796,145
17450,82,188.6153,145
17500,82,189.1525,145
17550,82,189.6884,145
17600,82,190.2245,145
17650,82,190.7614,145
17700,82,191.2976,145
17750,82,191.8333,145
17800,82,192.369,145
17850,82,192.9043,145
17900,82,193.4397,145
17950,82,193.9753,145
18000,82,194.5163,145
18050,82,195.0574,145
18100,82,195.5938,145
18150,82,196.1308,145
18200,82,196.6663,145
18250,82,197.2031,145
18300,82,197.7415,145
18350,82,198.278,145
18400,82,198.8169,145
18450,82,199.3524,145
18500,82,199.889,145
18550,82,200.4263,145
18600,82,201.0006,145
18650,82,201.5388,145
18700,82,202.0764,145
18750,82,202.613,145
18800,82,203.1502,145
18850,82,203.6885,145
18900,82,204.2256,145
18950,82,204.7612,145
19000,82,205.2972,145
19050,82,205.8343,145
19100,82,206.3708,145
19150,82,206.9169,145
19200,82,207.4552,145
19250,82,207.993,145
19300,82,208.5303,145
19350,82,209.089,145
19400,82,209.6264,145
19450,82,210.164,145
19500,82,210.7023,145
19550,82,211.2371,145
19600,82,211.7743,145
19650,82,212.3125,145
19700,82,212.8507,145
19750,82,213.39,145
19800,82,213.9453,145
19850,82,214.4822,145
19900,82,215.0201,145
19950,82,215.5567,145
20000,82,216.0958,145
20050,82,216.6334,145
20100,82,217.171,145
20150,82,217.7084,145
20200,82,218.2463,145
20250,82,218.7845,145
20300,82,219.3214,145
20350,82,219.8589,145
20400,82,220.404,145
20450,82,220.9428,145
20500,82,221.4832,145
20550,82,222.0216,145
20600,82,222.5584,145
20650,82,223.0978,145
20700,82,223.6345,145
20750,82,224.1719,145
20800,82,224.7089,145
20850,82,225.2459,145
20900,82,225.7834,145
20950,82,226.3196,145
21000,82,226.8555,145
21050,82,227.4008,145
21100,82,227.9386,145
21150,82,228.4759,145
21200,82,229.0127,145
21250,82,229.5483,145
21300,82,230.0862,145
21350,82,230.6327,145
21400,82,231.169,145
21450,82,231.7075,145
21500,82,232.2465,145
21550,82,232.8044,145
21600,82,233.3403,145
21650,82,233.9003,145
21700,82,234.4406,145
21750,82,234.9771,145
21800,82,235.5121,145
21850,82,236.0498,145
21900,82,236.5856,145
21950,82,237.121,145
22000,82,237.6561,145
22050,82,238.1908,145
22100,82,238.7272,145
22150,82,239.263,145
22200,82,239.7989,145
22250,82,240.338,145
22300,82,240.88,145
22350,82,241.4149,145
22400,82,241.9519,145
22450,82,242.4871,145
22500,82,243.0226,145
22550,82,243.5577,145
22600,82,244.0938,145
22650,82,244.6288,145
22700,82,245.1773,145
22750,82,245.7128,145
22800,82,246.2476,145
22850,82,246.7834,145
22900,82,247.3277,145
22950,82,247.8636,145
23000,82,248.3988,145
23050,82,248.9343,145
23100,82,249.4701,145
23150,82,250.0053,145
23200,82,250.5401,145
23250,82,251.0763,145
23300,82,251.6119,145
23350,82,252.1479,145
23400,82,252.683,145
23450,82,253.2226,145
23500,82,253.7607,145
23550,82,254.3033,145
23600,82,254.8389,145
23650,82,255.3745,145
23700,82,255.9103,145
23750,82,256.4455,145
23800,82,256.9815,145
23850,82,257.5169,145
23900,82,258.0525,145
23950,82,258.5872,145
24000,82,259.1261,145
24050,82,259.6627,145
24100,82,260.2118,145
24150,82,260.7589,145
24200,82,261.2949,145
24250,82,261.8315,145
24300,82,262.3686,145
24350,82,262.906,145
24400,82,263.4434,145
24450,82,263.9795,145
24500,82,264.5156,145
24550,82,265.0522,145
24600,82,265.5888,145
24650,82,266.1243,145
24700,82,266.6667,145
24750,82,267.2116,145
24800,82,267.748,145
24850,82,268.2858,145
24900,82,268.8223,145
24950,82,269.3594,145
25000,82,269.8961,145
25050,82,270.4326,145
25100,82,270.9716,145
25150,82,271.5086,145
25200,82,272.0486,145
25250,82,272.5968,145
25300,82,273.1348,145
25350,82,273.6816,145
25400,82,274.2192,145
25450,82,274.7556,145
25500,82,275.2937,145
25550,82,275.8314,145
25600,82,276.3676,145
25650,82,276.9039,145
25700,82,277.4409,145
25750,82,277.9774,145
25800,82,278.5157,145
25850,82,279.0646,145
25900,82,279.6125,145
25950,82,280.1512,145
26000,82,280.6888,145
26050,82,281.2256,145
26100,82,281.7629,145
26150,82,282.3108,145
26200,82,282.8481,145
26250,82,283.385,145
26300,82,283.9229,145
26350,82,284.471,145
26400,82,285.0083,145
26450,82,285.5474,145
26500,82,286.0931,145
26550,82,286.6293,145
26600,82,287.1671,145
26650,82,287.7043,145
26700,82,288.2419,145
26750,82,288.7813,145
