run_id,coverage,time_s,total_lines
50,26,1.0137,34
100,26,2.1178,34
150,28,3.161,34
200,28,4.1122,34
250,28,5.0955,34
300,28,6.1074,34
350,28,6.9975,34
400,28,7.9787,34
450,28,9.1119,34
500,28,10.0936,34
550,28,11.0762,34
600,30,12.1191,34
650,30,13.1013,34
700,30,14.1434,34
750,30,15.125,34
800,30,16.0165,34
850,30,17.0279,34
900,30,19.148,34
950,30,20.2521,34
1000,30,21.3364,34
1050,30,22.3493,34
1100,30,23.1794,34
1150,30,24.203,34
1200,30,25.1259,34
1250,30,26.2908,34
1300,30,27.3653,34
1350,30,28.4699,34
1400,30,29.5137,34
1450,30,30.6174,34
1500,30,31.6288,34
1550,30,32.7943,34
1600,30,33.7775,34
1650,30,34.8527,34
1700,30,35.9577,34
1750,30,37.9263,34
1800,30,38.9071,34
1850,30,39.881,34
1900,30,40.7424,34
1950,30,41.8794,34
2000,30,42.9244,34
2050,30,43.9712,34
2100,30,45.1693,34
2150,30,46.1252,34
2200,30,47.1814,34
2250,30,48.3765,34
2300,30,49.4185,34
2350,30,50.3398,34
2400,30,52.3479,34
2450,30,53.4199,34
2500,30,54.4012,34
2550,31,55.4137,34
2600,31,56.4254,34
2650,31,57.5892,34
2700,31,58.6306,34
2750,31,60.6294,34
2800,31,61.701,34
2850,31,62.7428,34
2900,31,64.6497,34
2950,31,65.8129,34
3000,31,66.8549,34
3050,31,67.8972,34
3100,31,69.0302,34
3150,31,70.2259,34
3200,31,72.4075,34
3250,31,73.5124,34
3300,31,74.6468,34
3350,31,75.6608,34
3400,31,76.6559,34
3450,31,77.67,34
3500,31,78.5613,34
3550,31,79.5745,34
3600,31,80.6469,34
3650,31,81.5978,34
3700,31,82.6412,34
3750,31,83.5936,34
3800,31,84.5749,34
3850,31,85.4345,34
3900,31,86.4152,34
3950,31,87.3356,34
4000,31,88.3163,34
4050,31,89.4291,34
4100,31,91.6074,34
4150,31,92.6489,34
4200,31,93.4788,34
4250,31,95.5358,34
4300,31,96.5174,34
4350,31,97.6537,34
4400,31,98.7104,34
4450,31,99.6941,34
4500,31,100.7068,34
4550,31,101.5374,34
4600,31,102.551,34
4650,31,103.5043,34
4700,31,104.6088,34
4750,31,105.592,34
4800,31,106.5434,34
4850,31,107.6189,34
4900,31,108.5417,34
4950,31,109.465,34
5000,31,110.5676,34
5050,31,111.7735,34
5100,31,113.7432,34
5150,31,114.6964,34
5200,31,115.7999,34
5250,31,116.9143,34
5300,31,117.8669,34
5350,31,119.1528,34
5400,31,120.1369,34
5450,31,121.0282,34
5500,31,122.0406,34
5550,31,123.2359,34
