run_id,coverage,time_s,total_lines
50,72,0.5285,145
100,72,1.0576,145
150,72,1.5963,145
200,72,2.1245,145
250,72,2.6528,145
300,72,3.1807,145
350,72,3.7091,145
400,72,4.2373,145
450,72,4.7655,145
500,72,5.2946,145
550,72,5.8305,145
600,72,6.3576,145
650,72,6.8875,145
700,72,7.4159,145
750,72,7.9447,145
800,72,8.4844,145
850,72,9.0135,145
900,72,9.5422,145
950,72,10.0705,145
1000,72,10.5988,145
1050,72,11.1281,145
1100,72,11.6575,145
1150,72,12.1862,145
1200,72,12.7146,145
1250,72,13.2529,145
1300,72,13.782,145
1350,72,14.3116,145
1400,72,14.8398,145
1450,72,15.3684,145
1500,72,15.8985,145
1550,72,16.4276,145
1600,72,16.9571,145
1650,72,17.4863,145
1700,72,18.0164,145
1750,72,18.5449,145
1800,72,19.0743,145
1850,72,19.6044,145
1900,72,20.1338,145
1950,72,20.6629,145
2000,72,21.1925,145
2050,72,21.7225,145
2100,72,22.2514,145
2150,73,22.7829,145
2200,73,23.3344,145
2250,73,23.8634,145
2300,73,24.3936,145
2350,73,24.9235,145
2400,73,25.4734,145
2450,73,26.0033,145
2500,73,26.5324,145
2550,73,27.0604,145
2600,73,27.5884,145
2650,73,28.1178,145
2700,73,28.6455,145
2750,73,29.1742,145
2800,73,29.703,145
2850,73,30.2315,145
2900,73,30.7602,145
2950,73,31.2879,145
3000,73,31.8158,145
3050,73,32.3436,145
3100,73,32.8717,145
3150,73,33.3999,145
3200,73,33.9376,145
3250,73,34.4666,145
3300,73,34.9949,145
3350,73,35.523,145
3400,73,36.0513,145
3450,73,36.579,145
3500,73,37.1064,145
3550,73,37.6348,145
3600,73,38.1623,145
3650,73,38.7039,145
3700,73,39.2322,145
3750,73,39.7707,145
3800,73,40.2979,145
3850,73,40.826,145
3900,73,41.3526,145
3950,73,41.8802,145
4000,73,42.4077,145
4050,73,42.9362,145
4100,73,43.474,145
4150,73,44.0022,145
4200,73,44.5402,145
4250,73,45.0689,145
4300,73,45.5964,145
4350,73,46.1241,145
4400,73,46.6666,145
4450,73,47.1954,145
4500,73,47.7238,145
4550,73,48.2515,145
4600,73,48.7796,145
4650,73,49.3082,145
4700,73,49.8359,145
4750,73,50.3637,145
4800,73,50.8908,145
4850,73,51.4189,145
4900,73,51.9465,145
4950,73,52.4744,145
5000,73,53.0023,145
5050,73,53.5312,145
5100,73,54.0586,145
5150,73,54.5875,145
5200,73,55.1151,145
5250,73,55.6521,145
5300,73,56.1797,145
5350,73,56.7094,145
5400,73,57.2496,145
5450,73,57.7802,145
5500,73,58.3099,145
5550,73,58.8925,145
5600,73,59.4226,145
5650,73,59.9529,145
5700,73,60.4829,145
5750,73,61.0124,145
5800,73,61.5426,145
5850,73,62.0721,145
5900,73,62.6018,145
5950,73,63.1302,145
6000,73,63.6592,145
6050,73,64.1878,145
6100,73,64.7171,145
6150,73,65.2457,145
6200,73,65.7753,145
6250,73,66.305,145
6300,73,66.8348,145
6350,73,67.3741,145
6400,73,67.905,145
6450,73,68.4447,145
6500,73,68.9745,145
6550,73,69.5044,145
6600,73,70.0339,145
6650,73,70.5636,145
6700,73,71.0936,145
6750,73,71.6224,145
6800,73,72.1522,145
6850,73,72.6816,145
6900,73,73.2219,145
6950,73,73.7519,145
7000,73,74.2825,145
7050,73,74.8132,145
7100,73,75.3439,145
7150,73,75.8866,145
7200,73,76.4171,145
7250,73,76.946,145
