run_id,coverage,time_s,total_lines
50,70,0.5306,145
100,71,1.0713,145
150,71,1.6058,145
200,71,2.14,145
250,71,2.6724,145
300,71,3.2031,145
350,71,3.7334,145
400,71,4.2647,145
450,71,4.7938,145
500,71,5.3229,145
550,71,5.8517,145
600,71,6.3794,145
650,71,6.911,145
700,71,7.4422,145
750,71,7.9722,145
800,71,8.5031,145
850,71,9.0327,145
900,71,9.5614,145
950,71,10.0892,145
1000,71,10.6169,145
1050,71,11.1439,145
1100,71,11.6729,145
1150,71,12.2017,145
1200,71,12.7308,145
1250,71,13.2582,145
1300,71,13.7868,145
1350,71,14.3196,145
1400,71,14.8568,145
1450,71,15.3873,145
1500,71,15.9163,145
1550,71,16.4508,145
1600,71,16.9807,145
1650,71,17.5098,145
1700,71,18.0423,145
1750,71,18.5723,145
1800,71,19.101,145
1850,71,19.6299,145
1900,71,20.1585,145
1950,71,20.688,145
2000,71,21.2176,145
2050,71,21.7561,145
2100,71,22.2876,145
2150,71,22.831,145
2200,71,23.3607,145
2250,71,23.8898,145
2300,71,24.4197,145
2350,71,24.9498,145
2400,71,25.4793,145
2450,71,26.0092,145
2500,71,26.5389,145
2550,71,27.0682,145
2600,71,27.5988,145
2650,71,28.1285,145
2700,71,28.6579,145
2750,71,29.1874,145
2800,71,29.7167,145
2850,71,30.2457,145
2900,71,30.7765,145
2950,71,31.3073,145
3000,71,31.837,145
3050,71,32.3777,145
3100,71,32.9087,145
3150,71,33.4381,145
3200,71,33.968,145
3250,71,34.4973,145
3300,71,35.0269,145
3350,71,35.5553,145
3400,71,36.0854,145
3450,71,36.6147,145
3500,71,37.1444,145
3550,71,37.6744,145
3600,71,38.2035,145
3650,71,38.733,145
3700,71,39.263,145
3750,71,39.7932,145
3800,71,40.3219,145
3850,71,40.8517,145
3900,71,41.3824,145
3950,71,41.9128,145
4000,71,42.4418,145
4050,71,42.9707,145
4100,71,43.4991,145
4150,71,44.0371,145
4200,71,44.566,145
4250,71,45.0942,145
4300,71,45.6232,145
4350,71,46.1521,145
4400,71,46.6807,145
4450,71,47.2088,145
4500,71,47.7376,145
4550,71,48.2655,145
4600,71,48.7946,145
4650,71,49.3238,145
4700,71,49.8534,145
4750,71,50.3824,145
4800,71,50.912,145
4850,71,51.4419,145
4900,71,51.9714,145
4950,71,52.5011,145
5000,71,53.0301,145
5050,71,53.5602,145
5100,71,54.0885,145
5150,71,54.6178,145
5200,71,55.1577,145
5250,71,55.6874,145
5300,71,56.2176,145
5350,71,56.7485,145
5400,71,57.2795,145
5450,71,57.8098,145
5500,71,58.3374,145
5550,71,58.8659,145
5600,71,59.3947,145
5650,71,59.9234,145
5700,71,60.4531,145
5750,71,60.9838,145
5800,71,61.5174,145
5850,71,62.052,145
5900,71,62.5855,145
5950,71,63.1161,145
6000,71,63.646,145
6050,71,64.1763,145
6100,71,64.7174,145
6150,71,65.2464,145
6200,71,65.7763,145
6250,71,66.3047,145
6300,71,66.8337,145
6350,71,67.363,145
6400,71,67.9029,145
6450,71,68.4319,145
6500,71,68.9617,145
6550,71,69.4906,145
6600,71,70.0206,145
6650,71,70.55,145
6700,71,71.0795,145
6750,71,71.6093,145
6800,71,72.1392,145
6850,71,72.6685,145
6900,71,73.1972,145
6950,71,73.7269,145
7000,71,74.2553,145
7050,71,74.7856,145
7100,71,75.3154,145
7150,71,75.8455,145
7200,71,76.3751,145
7250,71,76.9041,145
7300,71,77.4329,145
7350,71,77.9614,145
7400,71,78.4999,145
7450,71,79.0306,145
7500,71,79.5616,145
7550,71,80.0927,145
7600,71,80.6229,145
7650,71,81.1511,145
7700,71,81.6807,145
7750,71,82.2107,145
7800,71,82.7406,145
7850,71,83.2696,145
7900,71,83.7998,145
7950,71,84.3291,145
8000,71,84.8607,145
8050,71,85.3895,145
8100,71,85.9186,145
8150,71,86.4479,145
8200,71,86.9779,145
8250,71,87.5073,145
8300,71,88.038,145
8350,71,88.5671,145
8400,71,89.0956,145
8450,71,89.6346,145
8500,71,90.1638,145
8550,71,90.6926,145
8600,71,91.2207,145
8650,71,91.7496,145
8700,72,92.2782,145
8750,72,92.8066,145
8800,72,93.3344,145
8850,72,93.8631,145
8900,72,94.3918,145
8950,72,94.9215,145
9000,72,95.4497,145
9050,72,95.9799,145
9100,72,96.5102,145
9150,72,97.0403,145
9200,72,97.5702,145
9250,72,98.1013,145
9300,72,98.6317,145
9350,72,99.1609,145
9400,72,99.691,145
9450,72,100.2221,145
9500,72,100.7618,145
9550,72,101.291,145
9600,72,101.8215,145
9650,72,102.3496,145
9700,72,102.8792,145
9750,72,103.4081,145
9800,72,103.9391,145
9850,72,104.4685,145
9900,72,104.9999,145
9950,72,105.5295,145
10000,72,106.0598,145
